"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Most Sunshine Hours in a Day","1958M01","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1958M02","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1958M03","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1958M04","Mullingar","Number","12.2"
"Most Sunshine Hours in a Day","1958M05","Mullingar","Number","12.6"
"Most Sunshine Hours in a Day","1958M06","Mullingar","Number","13.2"
"Most Sunshine Hours in a Day","1958M07","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1958M08","Mullingar","Number","11.9"
"Most Sunshine Hours in a Day","1958M09","Mullingar","Number","10.6"
"Most Sunshine Hours in a Day","1958M10","Mullingar","Number","8.3"
"Most Sunshine Hours in a Day","1958M11","Mullingar","Number","6.2"
"Most Sunshine Hours in a Day","1958M12","Mullingar","Number","6.6"
"Most Sunshine Hours in a Day","1959M01","Mullingar","Number","7.8"
"Most Sunshine Hours in a Day","1959M02","Mullingar","Number","8.1"
"Most Sunshine Hours in a Day","1959M03","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1959M04","Mullingar","Number","12.5"
"Most Sunshine Hours in a Day","1959M05","Mullingar","Number","15.1"
"Most Sunshine Hours in a Day","1959M06","Mullingar","Number","15.8"
"Most Sunshine Hours in a Day","1959M07","Mullingar","Number","13.2"
"Most Sunshine Hours in a Day","1959M08","Mullingar","Number","12.1"
"Most Sunshine Hours in a Day","1959M09","Mullingar","Number","11.5"
"Most Sunshine Hours in a Day","1959M10","Mullingar","Number","9.7"
"Most Sunshine Hours in a Day","1959M11","Mullingar","Number","8.2"
"Most Sunshine Hours in a Day","1959M12","Mullingar","Number","4.9"
"Most Sunshine Hours in a Day","1960M01","Mullingar","Number","7"
"Most Sunshine Hours in a Day","1960M02","Mullingar","Number","8.9"
"Most Sunshine Hours in a Day","1960M03","Mullingar","Number","10.7"
"Most Sunshine Hours in a Day","1960M04","Mullingar","Number","13"
"Most Sunshine Hours in a Day","1960M05","Mullingar","Number","13.9"
"Most Sunshine Hours in a Day","1960M06","Mullingar","Number","13.8"
"Most Sunshine Hours in a Day","1960M07","Mullingar","Number","10.6"
"Most Sunshine Hours in a Day","1960M08","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1960M09","Mullingar","Number","11"
"Most Sunshine Hours in a Day","1960M10","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1960M11","Mullingar","Number","7.4"
"Most Sunshine Hours in a Day","1960M12","Mullingar","Number","6.2"
"Most Sunshine Hours in a Day","1961M01","Mullingar","Number","6.8"
"Most Sunshine Hours in a Day","1961M02","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1961M03","Mullingar","Number","10"
"Most Sunshine Hours in a Day","1961M04","Mullingar","Number","12.7"
"Most Sunshine Hours in a Day","1961M05","Mullingar","Number","13.8"
"Most Sunshine Hours in a Day","1961M06","Mullingar","Number","11"
"Most Sunshine Hours in a Day","1961M07","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1961M08","Mullingar","Number","12.1"
"Most Sunshine Hours in a Day","1961M09","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1961M10","Mullingar","Number","9.6"
"Most Sunshine Hours in a Day","1961M11","Mullingar","Number","8.2"
"Most Sunshine Hours in a Day","1961M12","Mullingar","Number","6.5"
"Most Sunshine Hours in a Day","1962M01","Mullingar","Number","6.9"
"Most Sunshine Hours in a Day","1962M02","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1962M03","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1962M04","Mullingar","Number","13.9"
"Most Sunshine Hours in a Day","1962M05","Mullingar","Number","15.5"
"Most Sunshine Hours in a Day","1962M06","Mullingar","Number","14.9"
"Most Sunshine Hours in a Day","1962M07","Mullingar","Number","11.8"
"Most Sunshine Hours in a Day","1962M08","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1962M09","Mullingar","Number","10.6"
"Most Sunshine Hours in a Day","1962M10","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1962M11","Mullingar","Number","7.3"
"Most Sunshine Hours in a Day","1962M12","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1963M01","Mullingar","Number","7.7"
"Most Sunshine Hours in a Day","1963M02","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1963M03","Mullingar","Number","11.1"
"Most Sunshine Hours in a Day","1963M04","Mullingar","Number","11.7"
"Most Sunshine Hours in a Day","1963M05","Mullingar","Number","13.4"
"Most Sunshine Hours in a Day","1963M06","Mullingar","Number","15.2"
"Most Sunshine Hours in a Day","1963M07","Mullingar","Number","13"
"Most Sunshine Hours in a Day","1963M08","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1963M09","Mullingar","Number","11.4"
"Most Sunshine Hours in a Day","1963M10","Mullingar","Number","9.3"
"Most Sunshine Hours in a Day","1963M11","Mullingar","Number","7.2"
"Most Sunshine Hours in a Day","1963M12","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1964M01","Mullingar","Number","4.5"
"Most Sunshine Hours in a Day","1964M02","Mullingar","Number","8.2"
"Most Sunshine Hours in a Day","1964M03","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1964M04","Mullingar","Number","9.7"
"Most Sunshine Hours in a Day","1964M05","Mullingar","Number","14.4"
"Most Sunshine Hours in a Day","1964M06","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1964M07","Mullingar","Number","11.2"
"Most Sunshine Hours in a Day","1964M08","Mullingar","Number","13"
"Most Sunshine Hours in a Day","1964M09","Mullingar","Number","11.3"
"Most Sunshine Hours in a Day","1964M10","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1964M11","Mullingar","Number","8.3"
"Most Sunshine Hours in a Day","1964M12","Mullingar","Number","6.2"
"Most Sunshine Hours in a Day","1965M01","Mullingar","Number","7.4"
"Most Sunshine Hours in a Day","1965M02","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1965M03","Mullingar","Number","11.8"
"Most Sunshine Hours in a Day","1965M04","Mullingar","Number","11.3"
"Most Sunshine Hours in a Day","1965M05","Mullingar","Number","12.2"
"Most Sunshine Hours in a Day","1965M06","Mullingar","Number","13.1"
"Most Sunshine Hours in a Day","1965M07","Mullingar","Number","11.6"
"Most Sunshine Hours in a Day","1965M08","Mullingar","Number","10.1"
"Most Sunshine Hours in a Day","1965M09","Mullingar","Number","9.1"
"Most Sunshine Hours in a Day","1965M10","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1965M11","Mullingar","Number","7.3"
"Most Sunshine Hours in a Day","1965M12","Mullingar","Number","6.5"
"Most Sunshine Hours in a Day","1966M01","Mullingar","Number","5.4"
"Most Sunshine Hours in a Day","1966M02","Mullingar","Number","6.6"
"Most Sunshine Hours in a Day","1966M03","Mullingar","Number","11"
"Most Sunshine Hours in a Day","1966M04","Mullingar","Number","12.8"
"Most Sunshine Hours in a Day","1966M05","Mullingar","Number","15.5"
"Most Sunshine Hours in a Day","1966M06","Mullingar","Number","13.5"
"Most Sunshine Hours in a Day","1966M07","Mullingar","Number","14.5"
"Most Sunshine Hours in a Day","1966M08","Mullingar","Number","13"
"Most Sunshine Hours in a Day","1966M09","Mullingar","Number","10.6"
"Most Sunshine Hours in a Day","1966M10","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1966M11","Mullingar","Number","7.7"
"Most Sunshine Hours in a Day","1966M12","Mullingar","Number","6.3"
"Most Sunshine Hours in a Day","1967M01","Mullingar","Number","6.4"
"Most Sunshine Hours in a Day","1967M02","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1967M03","Mullingar","Number","9.8"
"Most Sunshine Hours in a Day","1967M04","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1967M05","Mullingar","Number","12"
"Most Sunshine Hours in a Day","1967M06","Mullingar","Number","13.9"
"Most Sunshine Hours in a Day","1967M07","Mullingar","Number","13.4"
"Most Sunshine Hours in a Day","1967M08","Mullingar","Number","12.8"
"Most Sunshine Hours in a Day","1967M09","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1967M10","Mullingar","Number","7.8"
"Most Sunshine Hours in a Day","1967M11","Mullingar","Number","8.9"
"Most Sunshine Hours in a Day","1967M12","Mullingar","Number","6.1"
"Most Sunshine Hours in a Day","1968M01","Mullingar","Number","6.6"
"Most Sunshine Hours in a Day","1968M02","Mullingar","Number","8.9"
"Most Sunshine Hours in a Day","1968M03","Mullingar","Number","10"
"Most Sunshine Hours in a Day","1968M04","Mullingar","Number","12.9"
"Most Sunshine Hours in a Day","1968M05","Mullingar","Number","13"
"Most Sunshine Hours in a Day","1968M06","Mullingar","Number","15.7"
"Most Sunshine Hours in a Day","1968M07","Mullingar","Number","11.2"
"Most Sunshine Hours in a Day","1968M08","Mullingar","Number","13.8"
"Most Sunshine Hours in a Day","1968M09","Mullingar","Number","11.1"
"Most Sunshine Hours in a Day","1968M10","Mullingar","Number","5.2"
"Most Sunshine Hours in a Day","1968M11","Mullingar","Number","8.9"
"Most Sunshine Hours in a Day","1968M12","Mullingar","Number","6.5"
"Most Sunshine Hours in a Day","1969M01","Mullingar","Number","6.9"
"Most Sunshine Hours in a Day","1969M02","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1969M03","Mullingar","Number","9.4"
"Most Sunshine Hours in a Day","1969M04","Mullingar","Number","11.7"
"Most Sunshine Hours in a Day","1969M05","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1969M06","Mullingar","Number","15.6"
"Most Sunshine Hours in a Day","1969M07","Mullingar","Number","12.8"
"Most Sunshine Hours in a Day","1969M08","Mullingar","Number","9.8"
"Most Sunshine Hours in a Day","1969M09","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1969M10","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1969M11","Mullingar","Number","8.3"
"Most Sunshine Hours in a Day","1969M12","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1970M01","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1970M02","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1970M03","Mullingar","Number","11.3"
"Most Sunshine Hours in a Day","1970M04","Mullingar","Number","10"
"Most Sunshine Hours in a Day","1970M05","Mullingar","Number","9.7"
"Most Sunshine Hours in a Day","1970M06","Mullingar","Number","15.1"
"Most Sunshine Hours in a Day","1970M07","Mullingar","Number","10.3"
"Most Sunshine Hours in a Day","1970M08","Mullingar","Number","10.3"
"Most Sunshine Hours in a Day","1970M09","Mullingar","Number","10.2"
"Most Sunshine Hours in a Day","1970M10","Mullingar","Number","8.2"
"Most Sunshine Hours in a Day","1970M11","Mullingar","Number","7.2"
"Most Sunshine Hours in a Day","1970M12","Mullingar","Number","6.8"
"Most Sunshine Hours in a Day","1971M01","Mullingar","Number","7.4"
"Most Sunshine Hours in a Day","1971M02","Mullingar","Number","8.6"
"Most Sunshine Hours in a Day","1971M03","Mullingar","Number","10.9"
"Most Sunshine Hours in a Day","1971M04","Mullingar","Number","12"
"Most Sunshine Hours in a Day","1971M05","Mullingar","Number","12.7"
"Most Sunshine Hours in a Day","1971M06","Mullingar","Number","11.9"
"Most Sunshine Hours in a Day","1971M07","Mullingar","Number","15.4"
"Most Sunshine Hours in a Day","1971M08","Mullingar","Number","8.1"
"Most Sunshine Hours in a Day","1971M09","Mullingar","Number","11.6"
"Most Sunshine Hours in a Day","1971M10","Mullingar","Number","8.2"
"Most Sunshine Hours in a Day","1971M11","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1971M12","Mullingar","Number","4.6"
"Most Sunshine Hours in a Day","1972M01","Mullingar","Number","5.7"
"Most Sunshine Hours in a Day","1972M02","Mullingar","Number","7"
"Most Sunshine Hours in a Day","1972M03","Mullingar","Number","10.9"
"Most Sunshine Hours in a Day","1972M04","Mullingar","Number","13.6"
"Most Sunshine Hours in a Day","1972M05","Mullingar","Number","10.5"
"Most Sunshine Hours in a Day","1972M06","Mullingar","Number","10.8"
"Most Sunshine Hours in a Day","1972M07","Mullingar","Number","15.6"
"Most Sunshine Hours in a Day","1972M08","Mullingar","Number","13.1"
"Most Sunshine Hours in a Day","1972M09","Mullingar","Number","10.9"
"Most Sunshine Hours in a Day","1972M10","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1972M11","Mullingar","Number","7.2"
"Most Sunshine Hours in a Day","1972M12","Mullingar","Number","6.8"
"Most Sunshine Hours in a Day","1973M01","Mullingar","Number","5.7"
"Most Sunshine Hours in a Day","1973M02","Mullingar","Number","6.3"
"Most Sunshine Hours in a Day","1973M03","Mullingar","Number","10.1"
"Most Sunshine Hours in a Day","1973M04","Mullingar","Number","11.5"
"Most Sunshine Hours in a Day","1973M05","Mullingar","Number","13.6"
"Most Sunshine Hours in a Day","1973M06","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1973M07","Mullingar","Number","11.1"
"Most Sunshine Hours in a Day","1973M08","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1973M09","Mullingar","Number","10.8"
"Most Sunshine Hours in a Day","1973M10","Mullingar","Number","9.6"
"Most Sunshine Hours in a Day","1973M11","Mullingar","Number","5.9"
"Most Sunshine Hours in a Day","1973M12","Mullingar","Number","7"
"Most Sunshine Hours in a Day","1974M01","Mullingar","Number","4.8"
"Most Sunshine Hours in a Day","1974M02","Mullingar","Number","9.3"
"Most Sunshine Hours in a Day","1974M03","Mullingar","Number","9.1"
"Most Sunshine Hours in a Day","1974M04","Mullingar","Number","12.9"
"Most Sunshine Hours in a Day","1974M05","Mullingar","Number","12.3"
"Most Sunshine Hours in a Day","1974M06","Mullingar","Number","15.4"
"Most Sunshine Hours in a Day","1974M07","Mullingar","Number","11.8"
"Most Sunshine Hours in a Day","1974M08","Mullingar","Number","12.8"
"Most Sunshine Hours in a Day","1974M09","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1974M10","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1974M11","Mullingar","Number","7.7"
"Most Sunshine Hours in a Day","1974M12","Mullingar","Number","5.7"
"Most Sunshine Hours in a Day","1975M01","Mullingar","Number","6"
"Most Sunshine Hours in a Day","1975M02","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1975M03","Mullingar","Number","10.4"
"Most Sunshine Hours in a Day","1975M04","Mullingar","Number","12.3"
"Most Sunshine Hours in a Day","1975M05","Mullingar","Number","14.8"
"Most Sunshine Hours in a Day","1975M06","Mullingar","Number","16"
"Most Sunshine Hours in a Day","1975M07","Mullingar","Number","14.5"
"Most Sunshine Hours in a Day","1975M08","Mullingar","Number","14.4"
"Most Sunshine Hours in a Day","1975M09","Mullingar","Number","9.7"
"Most Sunshine Hours in a Day","1975M10","Mullingar","Number","7.3"
"Most Sunshine Hours in a Day","1975M11","Mullingar","Number","7.4"
"Most Sunshine Hours in a Day","1975M12","Mullingar","Number","6.9"
"Most Sunshine Hours in a Day","1976M01","Mullingar","Number","7"
"Most Sunshine Hours in a Day","1976M02","Mullingar","Number","8.6"
"Most Sunshine Hours in a Day","1976M03","Mullingar","Number","9.6"
"Most Sunshine Hours in a Day","1976M04","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1976M05","Mullingar","Number","10.8"
"Most Sunshine Hours in a Day","1976M06","Mullingar","Number","15.8"
"Most Sunshine Hours in a Day","1976M07","Mullingar","Number","14.9"
"Most Sunshine Hours in a Day","1976M08","Mullingar","Number","13"
"Most Sunshine Hours in a Day","1976M09","Mullingar","Number","10.4"
"Most Sunshine Hours in a Day","1976M10","Mullingar","Number","8.6"
"Most Sunshine Hours in a Day","1976M11","Mullingar","Number","7.7"
"Most Sunshine Hours in a Day","1976M12","Mullingar","Number","6.4"
"Most Sunshine Hours in a Day","1977M01","Mullingar","Number","8.1"
"Most Sunshine Hours in a Day","1977M02","Mullingar","Number","5.6"
"Most Sunshine Hours in a Day","1977M03","Mullingar","Number","8.9"
"Most Sunshine Hours in a Day","1977M04","Mullingar","Number","10.5"
"Most Sunshine Hours in a Day","1977M05","Mullingar","Number","15.3"
"Most Sunshine Hours in a Day","1977M06","Mullingar","Number","15.8"
"Most Sunshine Hours in a Day","1977M07","Mullingar","Number","15.6"
"Most Sunshine Hours in a Day","1977M08","Mullingar","Number","13.4"
"Most Sunshine Hours in a Day","1977M09","Mullingar","Number","11.1"
"Most Sunshine Hours in a Day","1977M10","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1977M11","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1977M12","Mullingar","Number","4.4"
"Most Sunshine Hours in a Day","1978M01","Mullingar","Number","7.2"
"Most Sunshine Hours in a Day","1978M02","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1978M03","Mullingar","Number","9.1"
"Most Sunshine Hours in a Day","1978M04","Mullingar","Number","12.4"
"Most Sunshine Hours in a Day","1978M05","Mullingar","Number","13.9"
"Most Sunshine Hours in a Day","1978M06","Mullingar","Number","15.7"
"Most Sunshine Hours in a Day","1978M07","Mullingar","Number","14.3"
"Most Sunshine Hours in a Day","1978M08","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1978M09","Mullingar","Number","8.3"
"Most Sunshine Hours in a Day","1978M10","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1978M11","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1978M12","Mullingar","Number","6.3"
"Most Sunshine Hours in a Day","1979M01","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1979M02","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1979M03","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1979M04","Mullingar","Number","11.7"
"Most Sunshine Hours in a Day","1979M05","Mullingar","Number","11"
"Most Sunshine Hours in a Day","1979M06","Mullingar","Number","14.4"
"Most Sunshine Hours in a Day","1979M07","Mullingar","Number","12"
"Most Sunshine Hours in a Day","1979M08","Mullingar","Number","11.2"
"Most Sunshine Hours in a Day","1979M09","Mullingar","Number","10.9"
"Most Sunshine Hours in a Day","1979M10","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1979M11","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1979M12","Mullingar","Number","6.6"
"Most Sunshine Hours in a Day","1980M01","Mullingar","Number","7.5"
"Most Sunshine Hours in a Day","1980M02","Mullingar","Number","9.5"
"Most Sunshine Hours in a Day","1980M03","Mullingar","Number","10.1"
"Most Sunshine Hours in a Day","1980M04","Mullingar","Number","12.7"
"Most Sunshine Hours in a Day","1980M05","Mullingar","Number","14.6"
"Most Sunshine Hours in a Day","1980M06","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1980M07","Mullingar","Number","9.3"
"Most Sunshine Hours in a Day","1980M08","Mullingar","Number","8.9"
"Most Sunshine Hours in a Day","1980M09","Mullingar","Number","9.3"
"Most Sunshine Hours in a Day","1980M10","Mullingar","Number","8.4"
"Most Sunshine Hours in a Day","1980M11","Mullingar","Number","7.5"
"Most Sunshine Hours in a Day","1980M12","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1981M01","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1981M02","Mullingar","Number","7.8"
"Most Sunshine Hours in a Day","1981M03","Mullingar","Number","9.7"
"Most Sunshine Hours in a Day","1981M04","Mullingar","Number","12.9"
"Most Sunshine Hours in a Day","1981M05","Mullingar","Number","11.6"
"Most Sunshine Hours in a Day","1981M06","Mullingar","Number","14.4"
"Most Sunshine Hours in a Day","1981M07","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1981M08","Mullingar","Number","14.4"
"Most Sunshine Hours in a Day","1981M09","Mullingar","Number","10.8"
"Most Sunshine Hours in a Day","1981M10","Mullingar","Number","8.1"
"Most Sunshine Hours in a Day","1981M11","Mullingar","Number","7.8"
"Most Sunshine Hours in a Day","1981M12","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1982M01","Mullingar","Number","7.4"
"Most Sunshine Hours in a Day","1982M02","Mullingar","Number","9"
"Most Sunshine Hours in a Day","1982M03","Mullingar","Number","10.6"
"Most Sunshine Hours in a Day","1982M04","Mullingar","Number","12.1"
"Most Sunshine Hours in a Day","1982M05","Mullingar","Number","15.4"
"Most Sunshine Hours in a Day","1982M06","Mullingar","Number","12.8"
"Most Sunshine Hours in a Day","1982M07","Mullingar","Number","15.1"
"Most Sunshine Hours in a Day","1982M08","Mullingar","Number","9.5"
"Most Sunshine Hours in a Day","1982M09","Mullingar","Number","11.7"
"Most Sunshine Hours in a Day","1982M10","Mullingar","Number","9"
"Most Sunshine Hours in a Day","1982M11","Mullingar","Number","6.2"
"Most Sunshine Hours in a Day","1982M12","Mullingar","Number","5.8"
"Most Sunshine Hours in a Day","1983M01","Mullingar","Number","6.6"
"Most Sunshine Hours in a Day","1983M02","Mullingar","Number","8.3"
"Most Sunshine Hours in a Day","1983M03","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1983M04","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1983M05","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1983M06","Mullingar","Number","14.3"
"Most Sunshine Hours in a Day","1983M07","Mullingar","Number","14"
"Most Sunshine Hours in a Day","1983M08","Mullingar","Number","13.4"
"Most Sunshine Hours in a Day","1983M09","Mullingar","Number","10"
"Most Sunshine Hours in a Day","1983M10","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1983M11","Mullingar","Number","6.4"
"Most Sunshine Hours in a Day","1983M12","Mullingar","Number","5.5"
"Most Sunshine Hours in a Day","1984M01","Mullingar","Number","7.3"
"Most Sunshine Hours in a Day","1984M02","Mullingar","Number","6.2"
"Most Sunshine Hours in a Day","1984M03","Mullingar","Number","9.5"
"Most Sunshine Hours in a Day","1984M04","Mullingar","Number","13.1"
"Most Sunshine Hours in a Day","1984M05","Mullingar","Number","14.2"
"Most Sunshine Hours in a Day","1984M06","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1984M07","Mullingar","Number","14.7"
"Most Sunshine Hours in a Day","1984M08","Mullingar","Number","12.3"
"Most Sunshine Hours in a Day","1984M09","Mullingar","Number","9.3"
"Most Sunshine Hours in a Day","1984M10","Mullingar","Number","8.7"
"Most Sunshine Hours in a Day","1984M11","Mullingar","Number","8.6"
"Most Sunshine Hours in a Day","1984M12","Mullingar","Number","5.9"
"Most Sunshine Hours in a Day","1985M01","Mullingar","Number","6.9"
"Most Sunshine Hours in a Day","1985M02","Mullingar","Number","9.2"
"Most Sunshine Hours in a Day","1985M03","Mullingar","Number","9.8"
"Most Sunshine Hours in a Day","1985M04","Mullingar","Number","12.3"
"Most Sunshine Hours in a Day","1985M05","Mullingar","Number","15"
"Most Sunshine Hours in a Day","1985M06","Mullingar","Number","15.6"
"Most Sunshine Hours in a Day","1985M07","Mullingar","Number","9.4"
"Most Sunshine Hours in a Day","1985M08","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1985M09","Mullingar","Number","10.2"
"Most Sunshine Hours in a Day","1985M10","Mullingar","Number","6.9"
"Most Sunshine Hours in a Day","1985M11","Mullingar","Number","7.1"
"Most Sunshine Hours in a Day","1985M12","Mullingar","Number","6.9"
"Most Sunshine Hours in a Day","1986M01","Mullingar","Number","8"
"Most Sunshine Hours in a Day","1986M02","Mullingar","Number","9.3"
"Most Sunshine Hours in a Day","1986M03","Mullingar","Number","9.9"
"Most Sunshine Hours in a Day","1986M04","Mullingar","Number","11.7"
"Most Sunshine Hours in a Day","1986M05","Mullingar","Number","12.8"
"Most Sunshine Hours in a Day","1986M06","Mullingar","Number","14"
"Most Sunshine Hours in a Day","1986M07","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1986M08","Mullingar","Number","11.5"
"Most Sunshine Hours in a Day","1986M09","Mullingar","Number","11.1"
"Most Sunshine Hours in a Day","1986M10","Mullingar","Number","10"
"Most Sunshine Hours in a Day","1986M11","Mullingar","Number","8.3"
"Most Sunshine Hours in a Day","1986M12","Mullingar","Number","5.9"
"Most Sunshine Hours in a Day","1987M01","Mullingar","Number","8"
"Most Sunshine Hours in a Day","1987M02","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1987M03","Mullingar","Number","9.4"
"Most Sunshine Hours in a Day","1987M04","Mullingar","Number","10"
"Most Sunshine Hours in a Day","1987M05","Mullingar","Number","15.2"
"Most Sunshine Hours in a Day","1987M06","Mullingar","Number","14.2"
"Most Sunshine Hours in a Day","1987M07","Mullingar","Number","14.8"
"Most Sunshine Hours in a Day","1987M08","Mullingar","Number","13.3"
"Most Sunshine Hours in a Day","1987M09","Mullingar","Number","9.5"
"Most Sunshine Hours in a Day","1987M10","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1987M11","Mullingar","Number","7.5"
"Most Sunshine Hours in a Day","1987M12","Mullingar","Number","6.5"
"Most Sunshine Hours in a Day","1988M01","Mullingar","Number","6.2"
"Most Sunshine Hours in a Day","1988M02","Mullingar","Number","6.7"
"Most Sunshine Hours in a Day","1988M03","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1988M04","Mullingar","Number","12.1"
"Most Sunshine Hours in a Day","1988M05","Mullingar","Number","14.3"
"Most Sunshine Hours in a Day","1988M06","Mullingar","Number","15.9"
"Most Sunshine Hours in a Day","1988M07","Mullingar","Number","9.5"
"Most Sunshine Hours in a Day","1988M08","Mullingar","Number","12.3"
"Most Sunshine Hours in a Day","1988M09","Mullingar","Number","9"
"Most Sunshine Hours in a Day","1988M10","Mullingar","Number","8.8"
"Most Sunshine Hours in a Day","1988M11","Mullingar","Number","7.7"
"Most Sunshine Hours in a Day","1988M12","Mullingar","Number","6.4"
"Most Sunshine Hours in a Day","1989M01","Mullingar","Number","7.5"
"Most Sunshine Hours in a Day","1989M02","Mullingar","Number","8.5"
"Most Sunshine Hours in a Day","1989M03","Mullingar","Number","10.1"
"Most Sunshine Hours in a Day","1989M04","Mullingar","Number","11"
"Most Sunshine Hours in a Day","1989M05","Mullingar","Number","14.8"
"Most Sunshine Hours in a Day","1989M06","Mullingar","Number","15"
"Most Sunshine Hours in a Day","1989M07","Mullingar","Number","15.3"
"Most Sunshine Hours in a Day","1989M08","Mullingar","Number","10.9"
