Station,Mon-YYYY(local),Stat Code,Stat Value ,Day of Extr
Paraparaumu Aero,Jun-08,0,115,-
Paraparaumu Aero,Jun-08,2,10.3,-
Paraparaumu Aero,Jun-08,9,104.1,-
Paraparaumu Aero,Jul-08,0,209.8,-
Paraparaumu Aero,Jul-08,2,9.6,-
Paraparaumu Aero,Jul-08,9,95.3,-
Paraparaumu Aero,Aug-08,0,158.8,-
Paraparaumu Aero,Aug-08,2,9.8,-
Paraparaumu Aero,Aug-08,9,162.3,-
Paraparaumu Aero,Sep-08,0,43.9,-
Paraparaumu Aero,Sep-08,2,11.8,-
Paraparaumu Aero,Sep-08,9,134.1,-
Paraparaumu Aero,Oct-08,0,113.8,-
Paraparaumu Aero,Oct-08,2,12.5,-
Paraparaumu Aero,Oct-08,9,196.1,-
Paraparaumu Aero,Nov-08,0,44.4,-
Paraparaumu Aero,Nov-08,2,14.6,-
Paraparaumu Aero,Nov-08,9,235.8,-
Paraparaumu Aero,Dec-08,0,136.8,-
Paraparaumu Aero,Dec-08,2,16.8,-
Paraparaumu Aero,Dec-08,9,213.4,-
Paraparaumu Aero,Jan-09,0,33.7,-
Paraparaumu Aero,Jan-09,2,17.9,-
Paraparaumu Aero,Jan-09,9,244.4,-
Paraparaumu Aero,Feb-09,0,122.8,-
Paraparaumu Aero,Feb-09,2,17.3,-
Paraparaumu Aero,Feb-09,9,179.7,-
Paraparaumu Aero,Mar-09,0,25.6,-
Paraparaumu Aero,Mar-09,2,15.5,-
Paraparaumu Aero,Mar-09,9,213.2,-
Paraparaumu Aero,Apr-09,0,57.6,-
Paraparaumu Aero,Apr-09,2,13.2,-
Paraparaumu Aero,Apr-09,9,182.8,-
Paraparaumu Aero,May-09,0,97.5,-
Paraparaumu Aero,May-09,2,10.3,-
Paraparaumu Aero,May-09,9,140.7,-
Paraparaumu Aero,Jun-09,0,41.8,-
Paraparaumu Aero,Jun-09,2,8.2,-
Paraparaumu Aero,Jun-09,9,101.2,-
Paraparaumu Aero,Jul-09,0,56.1,-
Paraparaumu Aero,Jul-09,2,8.3,-
Paraparaumu Aero,Jul-09,9,89.7,-
Paraparaumu Aero,Aug-09,0,117.1,-
Paraparaumu Aero,Aug-09,2,10.4,-
Paraparaumu Aero,Aug-09,9,180.1,-
Paraparaumu Aero,Sep-09,0,92,-
Paraparaumu Aero,Sep-09,2,11,-
Paraparaumu Aero,Sep-09,9,164.7,-
Paraparaumu Aero,Oct-09,0,147.6,-
Paraparaumu Aero,Oct-09,2,11.5,-
Paraparaumu Aero,Oct-09,9,162.7,-
Paraparaumu Aero,Nov-09,0,106.2,-
Paraparaumu Aero,Nov-09,2,13.8,-
Paraparaumu Aero,Nov-09,9,180.6,-
Paraparaumu Aero,Dec-09,0,105.8,-
Paraparaumu Aero,Dec-09,2,15.5,-
Paraparaumu Aero,Dec-09,9,187.1,-
Paraparaumu Aero,Jan-10,0,44.6,-
Paraparaumu Aero,Jan-10,2,16.5,-
Paraparaumu Aero,Jan-10,9,188.5,-
Paraparaumu Aero,Feb-10,0,31.1,-
Paraparaumu Aero,Feb-10,2,18.1,-
Paraparaumu Aero,Feb-10,9,208.5,-
Paraparaumu Aero,Mar-10,0,32.7,-
Paraparaumu Aero,Mar-10,2,16.1,-
Paraparaumu Aero,Mar-10,9,215.9,-
Paraparaumu Aero,Apr-10,0,65,-
Paraparaumu Aero,Apr-10,2,14.6,-
Paraparaumu Aero,Apr-10,9,157.7,-
Paraparaumu Aero,May-10,0,69.9,-
Paraparaumu Aero,May-10,2,12,-
Paraparaumu Aero,May-10,9,126.2,-
Paraparaumu Aero,Jun-10,0,148.9,-
Paraparaumu Aero,Jun-10,2,10.1,-
Paraparaumu Aero,Jun-10,9,80.5,-
Paraparaumu Aero,Jul-10,0,38,-
Paraparaumu Aero,Jul-10,2,7.6,-
Paraparaumu Aero,Jul-10,9,130.9,-
Paraparaumu Aero,Aug-10,0,115.2,-
Paraparaumu Aero,Aug-10,2,10.6,-
Paraparaumu Aero,Aug-10,9,131.3,-
Paraparaumu Aero,Sep-10,0,241.1,-
Paraparaumu Aero,Sep-10,2,12.1,-
Paraparaumu Aero,Sep-10,9,142.5,-
Paraparaumu Aero,Oct-10,0,55.7,-
Paraparaumu Aero,Oct-10,2,12,-
Paraparaumu Aero,Oct-10,9,202.4,-
Paraparaumu Aero,Nov-10,0,19.3,-
Paraparaumu Aero,Nov-10,2,14.3,-
Paraparaumu Aero,Nov-10,9,255.4,-
Paraparaumu Aero,Dec-10,0,105.8,-
Paraparaumu Aero,Dec-10,2,17.5,-
Paraparaumu Aero,Dec-10,9,202.2,-
Paraparaumu Aero,Jan-11,0,65.2,-
Paraparaumu Aero,Jan-11,2,17.9,-
Paraparaumu Aero,Jan-11,9,238.1,-
Paraparaumu Aero,Feb-11,0,29.9,-
Paraparaumu Aero,Feb-11,2,18.2,-
Paraparaumu Aero,Feb-11,9,219.3,-
Paraparaumu Aero,Mar-11,0,81.7,-
Paraparaumu Aero,Mar-11,2,16.1,-
Paraparaumu Aero,Mar-11,9,218.3,-
Paraparaumu Aero,Apr-11,0,114.4,-
Paraparaumu Aero,Apr-11,2,13.4,-
Paraparaumu Aero,Apr-11,9,130.4,-
Paraparaumu Aero,May-11,0,112.7,-
Paraparaumu Aero,May-11,2,13.8,-
Paraparaumu Aero,May-11,9,119,-
Paraparaumu Aero,Jun-11,0,118.9,-
Paraparaumu Aero,Jun-11,2,10.7,-
Paraparaumu Aero,Jun-11,9,101.3,-
Paraparaumu Aero,Jul-11,0,79.8,-
Paraparaumu Aero,Jul-11,2,8.9,-
Paraparaumu Aero,Jul-11,9,116.2,-
Paraparaumu Aero,Aug-11,0,56.6,-
Paraparaumu Aero,Aug-11,2,8.7,-
Paraparaumu Aero,Aug-11,9,147.3,-
Paraparaumu Aero,Sep-11,0,36.6,-
Paraparaumu Aero,Sep-11,2,10,-
Paraparaumu Aero,Sep-11,9,185.6,-
Paraparaumu Aero,Oct-11,0,130.7,-
Paraparaumu Aero,Oct-11,2,13.1,-
Paraparaumu Aero,Oct-11,9,150.3,-
Paraparaumu Aero,Nov-11,0,71.2,-
Paraparaumu Aero,Nov-11,2,14,-
Paraparaumu Aero,Nov-11,9,220.3,-
Paraparaumu Aero,Dec-11,0,136.7,-
Paraparaumu Aero,Dec-11,2,15.6,-
Paraparaumu Aero,Dec-11,9,203,-
Paraparaumu Aero,Jan-12,0,49.8,-
Paraparaumu Aero,Jan-12,2,16.9,-
Paraparaumu Aero,Jan-12,9,237.6,-
Paraparaumu Aero,Feb-12,0,86.4,-
Paraparaumu Aero,Feb-12,2,16.7,-
Paraparaumu Aero,Feb-12,9,187.3,-
Paraparaumu Aero,Mar-12,0,87.6,-
Paraparaumu Aero,Mar-12,2,14.7,-
Paraparaumu Aero,Mar-12,9,187.2,-
Paraparaumu Aero,Apr-12,0,29.6,-
Paraparaumu Aero,Apr-12,2,13.8,-
Paraparaumu Aero,Apr-12,9,192,-
Paraparaumu Aero,May-12,0,83.9,-
Paraparaumu Aero,May-12,2,10.4,-
Paraparaumu Aero,May-12,9,154.6,-
Paraparaumu Aero,Jun-12,0,117.8,-
Paraparaumu Aero,Jun-12,2,9.3,-
Paraparaumu Aero,Jun-12,9,125,-
Paraparaumu Aero,Jul-12,0,98.8,-
Paraparaumu Aero,Jul-12,2,8.8,-
Paraparaumu Aero,Jul-12,9,116.2,-
Paraparaumu Aero,Aug-12,0,87.4,-
Paraparaumu Aero,Aug-12,2,9.9,-
Paraparaumu Aero,Aug-12,9,147.2,-
Paraparaumu Aero,Sep-12,0,60.2,-
Paraparaumu Aero,Sep-12,2,11.1,-
Paraparaumu Aero,Sep-12,9,172.6,-
Paraparaumu Aero,Oct-12,0,72.8,-
Paraparaumu Aero,Oct-12,2,12.9,-
Paraparaumu Aero,Oct-12,9,204.2,-
Paraparaumu Aero,Nov-12,0,46.6,-
Paraparaumu Aero,Nov-12,2,13.1,-
Paraparaumu Aero,Nov-12,9,232,-
Paraparaumu Aero,Dec-12,0,117.2,-
Paraparaumu Aero,Dec-12,2,17.2,-
Paraparaumu Aero,Dec-12,9,204,-
Paraparaumu Aero,Jan-13,0,79.2,-
Paraparaumu Aero,Jan-13,2,16.9,-
Paraparaumu Aero,Jan-13,9,274.1,-
Paraparaumu Aero,Feb-13,0,67.4,-
Paraparaumu Aero,Feb-13,2,16.7,-
Paraparaumu Aero,Feb-13,9,273.2,-
Paraparaumu Aero,Mar-13,0,95.6,-
Paraparaumu Aero,Mar-13,2,16.3,-
Paraparaumu Aero,Mar-13,9,248.8,-
Paraparaumu Aero,Apr-13,0,71.3,-
Paraparaumu Aero,Apr-13,2,15.7,-
Paraparaumu Aero,Apr-13,9,127.6,-
Paraparaumu Aero,May-13,0,113.7,-
Paraparaumu Aero,May-13,2,11.9,-
Paraparaumu Aero,May-13,9,133.4,-
Paraparaumu Aero,Jun-13,0,163.4,-
Paraparaumu Aero,Jun-13,2,10,-
Paraparaumu Aero,Jun-13,9,82.7,-
Paraparaumu Aero,Jul-13,0,44.9,-
Paraparaumu Aero,Jul-13,2,10.4,-
Paraparaumu Aero,Jul-13,9,127.1,-
Paraparaumu Aero,Aug-13,0,69.5,-
Paraparaumu Aero,Aug-13,2,10.7,-
Paraparaumu Aero,Aug-13,9,124.6,-
Paraparaumu Aero,Sep-13,0,104.6,-
Paraparaumu Aero,Sep-13,2,11.5,-
Paraparaumu Aero,Sep-13,9,142.1,-
Paraparaumu Aero,Oct-13,0,148.8,-
Paraparaumu Aero,Oct-13,2,13.4,-
Paraparaumu Aero,Oct-13,9,144.8,-
Paraparaumu Aero,Nov-13,0,25.1,-
Paraparaumu Aero,Nov-13,2,15.1,-
Paraparaumu Aero,Nov-13,9,228.4,-
Paraparaumu Aero,Dec-13,0,46.7,-
Paraparaumu Aero,Dec-13,2,17.5,-
Paraparaumu Aero,Dec-13,9,223.7,-
Paraparaumu Aero,Jan-14,0,97.3,-
Paraparaumu Aero,Jan-14,2,16.6,-
Paraparaumu Aero,Jan-14,9,256.5,-
Paraparaumu Aero,Feb-14,0,15,-
Paraparaumu Aero,Feb-14,2,17,-
Paraparaumu Aero,Feb-14,9,225.8,-
Paraparaumu Aero,Mar-14,0,35,-
Paraparaumu Aero,Mar-14,2,15.6,-
Paraparaumu Aero,Mar-14,9,200.7,-
Paraparaumu Aero,Apr-14,0,115.1,-
Paraparaumu Aero,Apr-14,2,14.9,-
Paraparaumu Aero,Apr-14,9,122.7,-
Paraparaumu Aero,May-14,0,134.2,-
Paraparaumu Aero,May-14,2,12.5,-
Paraparaumu Aero,May-14,9,126.1,-
Paraparaumu Aero,Jun-14,0,98.6,-
Paraparaumu Aero,Jun-14,2,11.1,-
Paraparaumu Aero,Jun-14,9,112.6,-
Paraparaumu Aero,Jul-14,2,8.6,-
Paraparaumu Aero,Aug-14,0,83.8,-
Paraparaumu Aero,Aug-14,2,9.1,-
Paraparaumu Aero,Aug-14,9,174,-
Paraparaumu Aero,Sep-14,0,96.6,-
Paraparaumu Aero,Sep-14,2,11.3,-
Paraparaumu Aero,Sep-14,9,176.5,-
Paraparaumu Aero,Oct-14,0,54.4,-
Paraparaumu Aero,Oct-14,2,12.3,-
Paraparaumu Aero,Oct-14,9,206.6,-
Paraparaumu Aero,Nov-14,0,50,-
Paraparaumu Aero,Nov-14,2,13.7,-
Paraparaumu Aero,Nov-14,9,230.6,-
Paraparaumu Aero,Dec-14,0,144,-
Paraparaumu Aero,Dec-14,2,15.7,-
Paraparaumu Aero,Dec-14,9,160.7,-
Paraparaumu Aero,Jan-15,0,5.4,-
Paraparaumu Aero,Jan-15,2,18.5,-
Paraparaumu Aero,Jan-15,9,303.1,-
Paraparaumu Aero,Feb-15,0,18.8,-
Paraparaumu Aero,Feb-15,2,17.4,-
Paraparaumu Aero,Feb-15,9,223.5,-
Paraparaumu Aero,Mar-15,0,64.9,-
Paraparaumu Aero,Mar-15,2,17.2,-
Paraparaumu Aero,Mar-15,9,213,-
Paraparaumu Aero,Apr-15,0,201.5,-
Paraparaumu Aero,Apr-15,2,14.7,-
Paraparaumu Aero,Apr-15,9,135.5,-
Paraparaumu Aero,May-15,0,251.8,-
Paraparaumu Aero,May-15,2,12.3,-
Paraparaumu Aero,May-15,9,125.1,-
Paraparaumu Aero,Jun-15,0,153.8,-
Paraparaumu Aero,Jun-15,2,10.4,-
Paraparaumu Aero,Jun-15,9,108.5,-
Paraparaumu Aero,Jul-15,0,94.6,-
Paraparaumu Aero,Jul-15,2,8.9,-
Paraparaumu Aero,Jul-15,9,138.8,-
Paraparaumu Aero,Aug-15,0,127.6,-
Paraparaumu Aero,Aug-15,2,9.6,-
Paraparaumu Aero,Aug-15,9,139.4,-
Paraparaumu Aero,Sep-15,0,63.7,-
Paraparaumu Aero,Sep-15,2,10.7,-
Paraparaumu Aero,Sep-15,9,166.4,-
Paraparaumu Aero,Oct-15,0,90.4,-
Paraparaumu Aero,Oct-15,2,13,-
Paraparaumu Aero,Oct-15,9,186.2,-
Paraparaumu Aero,Nov-15,0,50.9,-
Paraparaumu Aero,Nov-15,2,13.6,-
Paraparaumu Aero,Nov-15,9,190.9,-
Paraparaumu Aero,Dec-15,0,29,-
Paraparaumu Aero,Dec-15,2,15.4,-
Paraparaumu Aero,Dec-15,9,244.2,-
Paraparaumu Aero,Jan-16,0,62.1,-
Paraparaumu Aero,Jan-16,2,18.3,-
Paraparaumu Aero,Jan-16,9,208.5,-
Paraparaumu Aero,Feb-16,0,64.7,-
Paraparaumu Aero,Feb-16,2,19.8,-
Paraparaumu Aero,Feb-16,9,218.3,-
Paraparaumu Aero,Mar-16,0,21.7,-
Paraparaumu Aero,Mar-16,2,17.3,-
Paraparaumu Aero,Mar-16,9,188.6,-
Paraparaumu Aero,Apr-16,0,76.8,-
Paraparaumu Aero,Apr-16,2,15.1,-
Paraparaumu Aero,Apr-16,9,192.1,-
Paraparaumu Aero,May-16,0,216.1,-
Paraparaumu Aero,May-16,2,14.4,-
Paraparaumu Aero,May-16,9,94.5,-
Paraparaumu Aero,Jun-16,0,107.2,-
Paraparaumu Aero,Jun-16,2,11.4,-
Paraparaumu Aero,Jun-16,9,99.9,-
Paraparaumu Aero,Jul-16,0,108.2,-
Paraparaumu Aero,Jul-16,2,10.1,-
Paraparaumu Aero,Jul-16,9,148.7,-
Paraparaumu Aero,Aug-16,0,93.4,-
Paraparaumu Aero,Aug-16,2,8.8,-
Paraparaumu Aero,Aug-16,9,170.5,-
Paraparaumu Aero,Sep-16,0,185.1,-
Paraparaumu Aero,Sep-16,2,11.7,-
Paraparaumu Aero,Sep-16,9,114.7,-
Paraparaumu Aero,Oct-16,0,101.7,-
Paraparaumu Aero,Oct-16,2,13.2,-
Paraparaumu Aero,Oct-16,9,167.7,-
Paraparaumu Aero,Nov-16,0,189.7,-
Paraparaumu Aero,Nov-16,2,14.8,-
Paraparaumu Aero,Nov-16,9,155.2,-
Paraparaumu Aero,Dec-16,0,72.8,-
Paraparaumu Aero,Dec-16,2,15.9,-
Paraparaumu Aero,Dec-16,9,213,-
Paraparaumu Aero,Jan-17,0,78.4,-
Paraparaumu Aero,Jan-17,2,16.6,-
Paraparaumu Aero,Jan-17,9,179.8,-
Paraparaumu Aero,Feb-17,0,101.4,-
Paraparaumu Aero,Feb-17,2,16.9,-
Paraparaumu Aero,Feb-17,9,191.7,-
Paraparaumu Aero,Mar-17,0,143.1,-
Paraparaumu Aero,Mar-17,2,16.5,-
Paraparaumu Aero,Mar-17,9,148.1,-
Paraparaumu Aero,Apr-17,0,176.6,-
Paraparaumu Aero,Apr-17,2,14.5,-
Paraparaumu Aero,Apr-17,9,139,-
Paraparaumu Aero,May-17,0,103.1,-
Paraparaumu Aero,May-17,2,11.6,-
Paraparaumu Aero,May-17,9,122.9,-
Paraparaumu Aero,Jun-17,0,12.6,-
Paraparaumu Aero,Jun-17,2,9.2,-
Paraparaumu Aero,Jun-17,9,139.4,-
Paraparaumu Aero,Jul-17,0,185.1,-
Paraparaumu Aero,Jul-17,2,8.9,-
Paraparaumu Aero,Jul-17,9,120,-
Paraparaumu Aero,Aug-17,0,152.2,-
Paraparaumu Aero,Aug-17,2,10.8,-
Paraparaumu Aero,Aug-17,9,140.5,-
Paraparaumu Aero,Sep-17,0,97.3,-
Paraparaumu Aero,Sep-17,2,11.7,-
Paraparaumu Aero,Sep-17,9,144,-
Paraparaumu Aero,Oct-17,0,45.5,-
Paraparaumu Aero,Oct-17,2,13.7,-
Paraparaumu Aero,Oct-17,9,197.9,-
Paraparaumu Aero,Nov-17,0,22,-
Paraparaumu Aero,Nov-17,2,14.8,-
Paraparaumu Aero,Nov-17,9,281.1,-
Paraparaumu Aero,Dec-17,0,17.2,-
Paraparaumu Aero,Dec-17,2,18.4,-
Paraparaumu Aero,Dec-17,9,277,-
Paraparaumu Aero,Jan-18,0,69.4,-
Paraparaumu Aero,Jan-18,2,21.2,-
Paraparaumu Aero,Jan-18,9,238.4,-
Paraparaumu Aero,Feb-18,0,181.6,-
Paraparaumu Aero,Feb-18,2,19.5,-
Paraparaumu Aero,Feb-18,9,188.4,-
Paraparaumu Aero,Mar-18,0,119.9,-
Paraparaumu Aero,Mar-18,2,17.3,-
Paraparaumu Aero,Mar-18,9,172.8,-
Paraparaumu Aero,Apr-18,0,121.6,-
Paraparaumu Aero,Apr-18,2,14.4,-
Paraparaumu Aero,Apr-18,9,153.3,-
Paraparaumu Aero,May-18,0,85,-
Paraparaumu Aero,May-18,2,12.6,-
Paraparaumu Aero,May-18,9,124.9,-
Paraparaumu Aero,Jun-18,0,75.8,-
Paraparaumu Aero,Jun-18,2,9.5,-
Paraparaumu Aero,Jun-18,9,99.3,-
Paraparaumu Aero,Jul-18,0,173.8,-
Paraparaumu Aero,Jul-18,2,10,-
Paraparaumu Aero,Jul-18,9,106.1,-
Paraparaumu Aero,Aug-18,0,111.3,-
Paraparaumu Aero,Aug-18,2,10.5,-
Paraparaumu Aero,Aug-18,9,125.7,-
Paraparaumu Aero,Sep-18,0,39.8,-
Paraparaumu Aero,Sep-18,2,11,-
Paraparaumu Aero,Sep-18,9,170.2,-
Paraparaumu Aero,Oct-18,0,85.7,-
Paraparaumu Aero,Oct-18,2,12.7,-
Paraparaumu Aero,Oct-18,9,166.3,-
Paraparaumu Aero,Nov-18,0,98,-
Paraparaumu Aero,Nov-18,2,14.8,-
Paraparaumu Aero,Nov-18,9,206,-
Paraparaumu Aero,Dec-18,0,85.7,-
Paraparaumu Aero,Dec-18,2,17.2,-
Paraparaumu Aero,Dec-18,9,218.6,-
Paraparaumu Aero,Jan-19,0,16.9,-
Paraparaumu Aero,Jan-19,2,19.3,-
Paraparaumu Aero,Jan-19,9,236.6,-
Paraparaumu Aero,Feb-19,0,22,-
Paraparaumu Aero,Feb-19,2,18.1,-
Paraparaumu Aero,Feb-19,9,232.9,-
Paraparaumu Aero,Mar-19,0,87.5,-
Paraparaumu Aero,Mar-19,2,17.1,-
Paraparaumu Aero,Mar-19,9,210.2,-
Paraparaumu Aero,Apr-19,0,104.8,-
Paraparaumu Aero,Apr-19,2,13.3,-
Paraparaumu Aero,Apr-19,9,161.7,-
Paraparaumu Aero,May-19,0,77.1,-
Paraparaumu Aero,May-19,2,13.7,-
Paraparaumu Aero,May-19,9,152.1,-
Paraparaumu Aero,Jun-19,0,59.9,-
Paraparaumu Aero,Jun-19,2,10,-
Paraparaumu Aero,Jun-19,9,129.4,-
Paraparaumu Aero,Jul-19,0,161.3,-
Paraparaumu Aero,Jul-19,2,10.7,-
Paraparaumu Aero,Jul-19,9,111.6,-
Paraparaumu Aero,Aug-19,0,109.9,-
Paraparaumu Aero,Aug-19,2,9.9,-
Paraparaumu Aero,Aug-19,9,173.9,-
Paraparaumu Aero,Sep-19,0,41.8,-
Paraparaumu Aero,Sep-19,2,10.9,-
Paraparaumu Aero,Sep-19,9,162,-
Paraparaumu Aero,Oct-19,0,120.6,-
Paraparaumu Aero,Oct-19,2,12.2,-
Paraparaumu Aero,Oct-19,9,161.9,-
Paraparaumu Aero,Nov-19,0,76,-
Paraparaumu Aero,Nov-19,2,15.1,-
Paraparaumu Aero,Nov-19,9,205.1,-
Paraparaumu Aero,Dec-19,0,152,-
Paraparaumu Aero,Dec-19,2,16.6,-
Paraparaumu Aero,Dec-19,9,246.4,-
Paraparaumu Aero,Jan-20,0,30.9,-
Paraparaumu Aero,Jan-20,2,17,-
Paraparaumu Aero,Jan-20,9,220.9,-
Paraparaumu Aero,Feb-20,0,47.5,-
Paraparaumu Aero,Feb-20,2,18.4,-
Paraparaumu Aero,Mar-20,0,70,-
Paraparaumu Aero,Mar-20,2,15.5,-
Paraparaumu Aero,Mar-20,9,199.2,-
Paraparaumu Aero,Apr-20,0,38.5,-
Paraparaumu Aero,Apr-20,2,14.1,-
Paraparaumu Aero,Apr-20,9,204,-
Paraparaumu Aero,May-20,0,132.3,-
Paraparaumu Aero,May-20,2,11.8,-
Paraparaumu Aero,May-20,9,157.2,-
Paraparaumu Aero,Jun-20,0,163.1,-
Paraparaumu Aero,Jun-20,2,10.9,-
Paraparaumu Aero,Jun-20,9,119.2,-
Paraparaumu Aero,Jul-20,0,88.1,-
Paraparaumu Aero,Jul-20,2,9,-
Paraparaumu Aero,Jul-20,9,140.6,-
Paraparaumu Aero,Aug-20,0,73.2,-
Paraparaumu Aero,Aug-20,2,10.5,-
Paraparaumu Aero,Aug-20,9,153.9,-
Paraparaumu Aero,Sep-20,0,119.9,-
Paraparaumu Aero,Sep-20,2,11.4,-
Paraparaumu Aero,Sep-20,9,165.2,-
Paraparaumu Aero,Oct-20,0,76.1,-
Paraparaumu Aero,Oct-20,2,13,-
Paraparaumu Aero,Oct-20,9,159.4,-
Paraparaumu Aero,Nov-20,0,193.1,-
Paraparaumu Aero,Nov-20,2,14.6,-
Paraparaumu Aero,Nov-20,9,144.4,-
Paraparaumu Aero,Dec-20,0,110.9,-
Paraparaumu Aero,Dec-20,2,15.6,-
Paraparaumu Aero,Dec-20,9,197.1,-
Paraparaumu Aero,Jan-21,0,38.9,-
Paraparaumu Aero,Jan-21,2,17,-
Paraparaumu Aero,Jan-21,9,253.8,-
Paraparaumu Aero,Feb-21,0,27,-
Paraparaumu Aero,Feb-21,2,16.3,-
Paraparaumu Aero,Feb-21,9,254.1,-
Paraparaumu Aero,Mar-21,2,15.8,-
Paraparaumu Aero,Apr-21,2,14.9,-
Paraparaumu Aero,May-21,0,135,-
Paraparaumu Aero,May-21,2,12.4,-
Paraparaumu Aero,May-21,9,156.8,-
Paraparaumu Aero,Jun-21,0,86,-
Paraparaumu Aero,Jun-21,2,11.9,-
Paraparaumu Aero,Jun-21,9,84.7,-
Paraparaumu Aero,Jul-21,0,146.3,-
Paraparaumu Aero,Jul-21,2,9.3,-
Paraparaumu Aero,Jul-21,9,153.6,-
Paraparaumu Aero,Aug-21,2,10.3,-
Paraparaumu Aero,Sep-21,2,11.2,-
Paraparaumu Aero,Oct-21,0,95.5,-
Paraparaumu Aero,Oct-21,2,13.6,-
Paraparaumu Aero,Oct-21,9,159.8,-
Paraparaumu Aero,Nov-21,0,72.3,-
Paraparaumu Aero,Nov-21,2,15.7,-
Paraparaumu Aero,Nov-21,9,209.9,-
Paraparaumu Aero,Dec-21,2,18.4,-
Paraparaumu Aero,Dec-21,9,188.6,-
Paraparaumu Aero,Jan-22,0,8.2,-
Paraparaumu Aero,Jan-22,2,18,-
Paraparaumu Aero,Jan-22,9,327.7,-
Paraparaumu Aero,Feb-22,0,212.9,-
Paraparaumu Aero,Feb-22,2,18.4,-
Paraparaumu Aero,Mar-22,0,39.3,-
Paraparaumu Aero,Mar-22,2,16,-
Paraparaumu Aero,Mar-22,9,252.9,-
